1218,123,"5/2/2020",2200,,181.2,,,,,,1,4,0
1219,124,"5/3/2020",,,,116,72,96,,,1,3.98,0
1220,125,"5/4/2020",,,177.2,,,,,,,,
1221,126,"5/5/2020",2200,,181.4,,,,,,1,4,0
1222,127,"5/6/2020",2000,,,,,,,,1,4.8,0
1223,128,"5/7/2020",2000,,,,,,,,1,4,0
1225,130,"5/9/2020",,,177.8,,,,,,,,
1227,132,"5/11/2020",,,178.2,,,,,,1,4,0
1228,133,"5/12/2020",,,175.8,,,,,,,,
1229,134,"5/13/2020",2000,,177.4,,,,,,1,4,0
1230,135,"5/14/2020",1600,,178.4,,,,,,1,4,0
1231,136,"5/15/2020",2400,,176.8,,,,,,,,
1232,137,"5/16/2020",,,180.2,,,,,,,,
1234,139,"5/18/2020",2400,,,,,,,,,,
1235,140,"5/19/2020",,,,,,,,,1,4,0
1236,141,"5/20/2020",2200,,,,,,,,,,
1237,142,"5/21/2020",2000,,,,,,,,1,4,1
1238,143,"5/22/2020",1800,,,,,,,,,,
1239,144,"5/23/2020",1800,,,,,,,,,,
1240,145,"5/24/2020",,,177.8,129,73,76,34,13.5,,,
1241,146,"5/25/2020",2800,,,,,,,,0,1,1
1242,147,"5/26/2020",2600,,,,,,,,1,4,0
1243,148,"5/27/2020",2200,,180.2,,,,,,1,4,1
1244,149,"5/28/2020",2400,,179,,,,,,1,2.5,1
1245,150,"5/29/2020",,,180.8,,,,,,,,
1246,151,"5/30/2020",,,182.8,,,,,,,,
1248,153,"6/1/2020",,,177.2,141,78,77,35.125,13.875,,,
1249,154,"6/2/2020",1800,,180.2,,,,,,1,4,1
1250,155,"6/3/2020",2000,,177.4,,,,,,,,
1251,156,"6/4/2020",,,180.8,,,,,,1,4,0
1252,157,"6/5/2020",2400,,177.2,,,,,,,,
1254,159,"6/7/2020",2400,,182.6,121,81,76,35.25,13.375,,,
